"","cntry","cname","essround","vote","clsprty","mmbprty","party_voted","lrgen","supportEU","supportEP","rejectdiffimmig","rejectsameimmig","rejectpoorimmig","immgcntrybetter","antirefugee","assimil","envnotimp","civliberties","libcustoms","religious","govnotint"
"84487","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.5,NA,0.8,0.4,0.4,0.8,0.1,0.75
"84490","FI","ESS1-8e01",6,1,2,NA,"PS",0.7,0.7,0.8,0.666666666666667,0.333333333333333,0.666666666666667,0.6,NA,0.9,0,0,0.4,0.2,0.5
"84494","FI","ESS1-8e01",6,1,1,NA,"PS",0.8,0.5,0.5,0.666666666666667,0.333333333333333,1,0.2,NA,0.8,0,0.4,1,0.3,0
"84495","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.2,0.1,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.8,0.2,0.2,0.6,0,0.25
"84496","FI","ESS1-8e01",6,1,1,NA,"PS",0.8,0.7,0.1,0,0,0,0.8,NA,0.9,0,0.4,0.8,0,0.25
"84500","FI","ESS1-8e01",6,1,1,NA,"PS",NA,0,0,1,0.666666666666667,1,0.1,NA,0.2,0,0,0,0.7,0
"84506","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.3,0.2,0.333333333333333,0.333333333333333,0.666666666666667,0.4,NA,0.7,0.2,0,0.6,0.6,0
"84515","FI","ESS1-8e01",6,1,1,NA,"PS",0.3,0.2,0.1,0.333333333333333,0,0.333333333333333,0.7,NA,0.8,0.4,0,0.6,0.2,0
"84530","FI","ESS1-8e01",6,1,1,NA,"PS",0.2,0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.7,NA,0.8,0.2,0,0.8,0.7,0.25
"84541","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.5,0,0.2,0,0.8,0.25
"84549","FI","ESS1-8e01",6,1,2,NA,"PS",1,0,0,1,0.666666666666667,1,0,NA,1,0.4,0.2,0.4,0.3,0.75
"84590","FI","ESS1-8e01",6,1,2,NA,"PS",0.6,0.3,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.7,0.4,0.2,0.2,0.8,0.25
"84601","FI","ESS1-8e01",6,1,2,NA,"PS",1,0.1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.8,0,0.8,0.6,0.6,0
"84615","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.5,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.7,0,0.2,0.2,0.7,0
"84622","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.2,0.6,1,0.666666666666667,1,0.2,NA,0.7,0.8,0,0.2,0.8,0
"84639","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.5,0.2,0.4,0.2,0.7,0.25
"84642","FI","ESS1-8e01",6,1,1,NA,"PS",0.4,0,0,1,1,1,0,NA,0,0.2,0.6,1,0,0
"84643","FI","ESS1-8e01",6,1,1,NA,"PS",0,0,0.1,1,0.666666666666667,1,0,NA,0,NA,NA,NA,0.8,0
"84664","FI","ESS1-8e01",6,1,2,NA,"PS",0.3,0,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.6,NA,0.7,0,0.4,0.4,0.7,0
"84667","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.5,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.6,0.4,0.2,0.8,0.7,0
"84677","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.9,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.7,NA,0.8,0,0,0.2,0.9,0
"84691","FI","ESS1-8e01",6,1,1,NA,"PS",0.9,0.1,0.4,0.666666666666667,0.333333333333333,1,0.3,NA,0.4,0.4,0,0.2,0.9,0.75
"84696","FI","ESS1-8e01",6,1,2,NA,"PS",0.8,0.5,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.4,0.4,0.6,0.6,0.25
"84703","FI","ESS1-8e01",6,1,1,NA,"PS",0.3,0.1,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.7,NA,0.7,0,0.2,0.2,0.3,0
"84704","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.4,0.2,1,0.666666666666667,1,0.2,NA,0.7,0.2,0.2,0.4,0.4,0.25
"84705","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.2,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.7,NA,0.7,0.2,0.8,0.2,0.8,0.25
"84710","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.3,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.7,NA,0.8,0,0.2,0,0.7,0
"84718","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.8,0.5,0.666666666666667,0.333333333333333,1,0.5,NA,0.4,0,0.2,0.6,0.5,0
"84721","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.4,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.5,0,0.2,0,0.8,0.25
"84736","FI","ESS1-8e01",6,1,2,NA,"PS",0.7,0.5,0.5,0.333333333333333,0,0.666666666666667,0.7,NA,0.9,0.2,0,0.4,0.8,0
"84739","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.6,NA,0.8,0,0.4,0.4,0.8,0.75
"84750","FI","ESS1-8e01",6,1,2,NA,"PS",0.7,0,0.4,0.333333333333333,0,0.666666666666667,0.5,NA,0.6,0.6,0.2,0.6,0.6,0
"84756","FI","ESS1-8e01",6,1,8,NA,"PS",0.7,0.3,0.5,0.666666666666667,0.333333333333333,1,0.4,NA,0.4,0.2,0.8,0.4,0.6,0.25
"84757","FI","ESS1-8e01",6,1,2,NA,"PS",0.7,0.7,0.7,0.666666666666667,0.333333333333333,0.666666666666667,0.7,NA,0.8,0.2,0.2,0.2,0.7,0.25
"84762","FI","ESS1-8e01",6,1,1,NA,"PS",0.4,0.4,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.8,0,0,0.2,0.8,0
"84795","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.3,0.4,0.666666666666667,1,0.666666666666667,0.3,NA,0.4,0,0,0,0.9,0
"84796","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.3,0.2,0.2,0.2,0.7,0.5
"84797","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.1,0.4,0.666666666666667,0.333333333333333,1,0.2,NA,0.5,0.4,0.2,0.6,0.2,0
"84814","FI","ESS1-8e01",6,1,1,NA,"PS",0.3,0.2,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.6,0,0,0.2,0.8,0
"84831","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.1,0.5,0,0,0,0.5,NA,1,0.2,0,0.6,0.5,0
"84834","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.6,NA,0.8,0.2,0.4,0.4,0.1,0
"84839","FI","ESS1-8e01",6,1,8,NA,"PS",0.5,0.5,0.3,0.666666666666667,0.666666666666667,NA,0.4,NA,0.5,0,NA,0.2,0.8,0
"84844","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.6,0.2,0,0,0,0.6,NA,0.8,0.2,0.4,0.2,0.7,0.5
"84850","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.5,0.8,0.666666666666667,0.666666666666667,0.666666666666667,0.7,NA,0.9,0,0.4,0.6,0.3,0.25
"84862","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.5,0.4,0.333333333333333,0.333333333333333,0.333333333333333,0.6,NA,0.8,0.4,0,0.6,0.7,0.25
"84872","FI","ESS1-8e01",6,1,1,NA,"PS",0.9,0,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.2,0.4,0.4,0,0.8,0.75
"84875","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.5,0.8,0.333333333333333,0.333333333333333,0.333333333333333,0.8,NA,0.9,0,0.2,1,0,0.25
"84877","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.2,0.1,1,0.666666666666667,0.666666666666667,0.3,NA,0.5,0.2,0.4,0.2,0.5,0.25
"84879","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.4,0.5,1,0.666666666666667,1,0.4,NA,0.7,0.2,0.6,0,0.8,0
"84885","FI","ESS1-8e01",6,1,1,NA,"PS",0.4,0,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.7,0.4,0.6,1,0,0
"84900","FI","ESS1-8e01",6,1,1,NA,"PS",0.8,0,0.8,1,0.666666666666667,1,0.1,NA,0.4,0.2,0.2,0.4,0.3,0.25
"84903","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.5,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.7,0.2,0.2,0.8,0.3,0
"84909","FI","ESS1-8e01",6,1,1,NA,"PS",0,0.2,0.2,0.666666666666667,0.666666666666667,1,0.4,NA,0.8,0,0,0.4,0.8,0.5
"84910","FI","ESS1-8e01",6,1,1,NA,"PS",0.8,0.3,0.2,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.5,0.4,0.2,0.4,0.7,0.25
"84913","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.6,0.2,0.2,0.6,0.3,0.25
"84918","FI","ESS1-8e01",6,1,2,NA,"PS",0.6,0.3,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.6,0.2,0.4,0.2,0,0
"84919","FI","ESS1-8e01",6,1,1,NA,"PS",0.8,0.2,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.3,0.2,0.2,0.4,0.5,0.5
"84926","FI","ESS1-8e01",6,1,2,NA,"PS",0.8,0.2,0.1,0.666666666666667,0.666666666666667,1,0.5,NA,0.5,0.6,0.6,0.6,0.5,0.5
"84946","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.2,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.7,NA,0.9,0.4,0.2,0.8,0.5,0
"84949","FI","ESS1-8e01",6,1,2,NA,"PS",0.8,0.5,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.6,NA,0.8,0.2,0.4,0.4,0.5,0.25
"84958","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.3,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.6,NA,0.7,0,0,0,0.5,0
"84967","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0,0.666666666666667,0.333333333333333,1,0.5,NA,0.7,0.2,0.4,0.2,0.5,0
"84975","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0,0.2,0.666666666666667,0.666666666666667,1,0.2,NA,0.3,0.6,0.4,0.4,0,0.5
"84978","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.8,0.666666666666667,0.666666666666667,1,0.2,NA,0.3,0,0,0,0.7,0.25
"84992","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.3,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.7,0.2,0.6,0.2,0.3,0
"84995","FI","ESS1-8e01",6,1,1,NA,"PS",0.8,0.2,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.7,0.2,0,0,0.6,0.75
"85001","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.5,0.1,0.333333333333333,0.333333333333333,0.333333333333333,0.8,NA,0.9,0.2,0.6,0.2,0.4,0.5
"85004","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0.2,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.7,0.2,0.8,0.8,0,0
"85010","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.7,0.2,0.2,0.8,0.2,0.5
"85022","FI","ESS1-8e01",6,1,2,NA,"PS",0.2,0.5,0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.5,NA,0.9,0.4,0,0.2,0.6,0.25
"85026","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.2,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.3,NA,0.8,0.2,0.2,0.4,0.3,0.25
"85028","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.5,0.2,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.8,0.6,1,0.2,0.7,0.5
"85034","FI","ESS1-8e01",6,1,2,NA,"PS",0.8,0.4,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0,0,0.4,0.9,0
"85047","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.2,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.3,0.2,0.2,0.2,0.4,0.25
"85062","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.3,0,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.6,0.2,0.2,0.4,0.4,0
"85063","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.5,0.4,0.333333333333333,0.333333333333333,0.666666666666667,0.7,NA,0.8,0.2,0.2,0.4,0.8,0
"85069","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0,1,0.333333333333333,0.666666666666667,0,NA,0.2,0.2,0.6,0.2,0.8,0.5
"85072","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.7,0.6,0.333333333333333,0.333333333333333,0.666666666666667,0.6,NA,0.8,0.2,0.2,0.4,0.5,0
"85082","FI","ESS1-8e01",6,1,2,NA,"PS",0.7,0.4,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.6,NA,0.8,0.2,0.8,0.2,0.7,0
"85090","FI","ESS1-8e01",6,1,2,NA,"PS",0.6,0.6,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.6,0,0,0.2,0.6,0
"85093","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.2,0.3,0.666666666666667,0,0.666666666666667,0.5,NA,0.8,0.4,0.6,0.4,0.2,0.5
"85108","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0.3,1,0.333333333333333,1,0.5,NA,0.8,0,0.4,0.2,0.4,0.5
"85117","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.7,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.7,NA,0.7,0.2,0.2,0.6,0.5,0.25
"85118","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.2,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.6,NA,0.7,0,0.4,0.6,0.5,0.25
"85144","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.6,0,0.2,0,0.7,0
"85145","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0.5,1,1,1,0.8,NA,0.6,0,0.2,0.2,0.2,0.25
"85150","FI","ESS1-8e01",6,1,1,NA,"PS",0.2,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.5,NA,0.8,0.2,0,0,0.9,0
"85170","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.3,0.3,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.7,0.6,0.2,0.2,0.3,0.25
"85176","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.2,0.6,0.333333333333333,0.333333333333333,0.333333333333333,0.4,NA,0.9,0.4,0.6,0.6,0,0.75
"85186","FI","ESS1-8e01",6,1,1,NA,"PS",0,0.3,0.1,1,0.666666666666667,1,0.2,NA,0.7,0.2,0,0.2,0.7,0
"85191","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.3,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0.3,NA,0.5,0.2,0.2,0.6,0.4,0.25
"85196","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.1,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.2,NA,0.5,0.2,0.2,0.2,0,0.25
"85203","FI","ESS1-8e01",6,1,1,NA,"PS",0.3,0.5,0.7,0.333333333333333,0.333333333333333,0.333333333333333,0.6,NA,0.9,0.4,0.2,0.2,0.1,0
"85213","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0.1,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.5,0,0.2,0,0.9,0
"85216","FI","ESS1-8e01",6,1,1,NA,"PS",NA,0.4,NA,0.666666666666667,0.333333333333333,0.333333333333333,0.5,NA,0.6,0.2,0.4,0.4,0.6,0.25
"85220","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.3,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.6,0.2,0,0.4,0.8,0.25
"85255","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.5,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.7,0,0.2,0.4,0.3,0
"85262","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.5,0.3,0.666666666666667,0.666666666666667,0.666666666666667,NA,NA,0.7,0.2,0.4,0.4,0.5,0
"85269","FI","ESS1-8e01",6,1,2,NA,"PS",0.3,0,0,1,0.333333333333333,1,0,NA,0.3,0,0,0,0.5,0
"85272","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.5,0.4,0,0,0,0.25
"85275","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0,0,0.4,0.7,0.25
"85286","FI","ESS1-8e01",6,1,2,NA,"PS",0.8,0.8,0.9,0.666666666666667,0.333333333333333,0.333333333333333,0.7,NA,0.8,0,0.6,0,0.9,0.25
"85290","FI","ESS1-8e01",6,1,2,NA,"PS",1,0.1,0.1,1,0.666666666666667,1,0,NA,0.1,0.6,0.8,0.6,0.2,0.5
"85308","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.3,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.6,0,0.2,0.2,0.6,0
"85313","FI","ESS1-8e01",6,1,2,NA,"PS",0.2,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.3,NA,0.6,0.4,0.6,0.4,0.4,0
"85318","FI","ESS1-8e01",6,1,1,NA,"PS",0.8,0,0.7,0.333333333333333,0.333333333333333,0.666666666666667,0.5,NA,0.8,0.4,0,0.6,0.2,0.25
"85324","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.2,1,0.666666666666667,0.666666666666667,0.5,NA,0.6,0.2,0.2,0.4,0.5,0
"85334","FI","ESS1-8e01",6,1,1,NA,"PS",0.4,0.3,0.6,0.666666666666667,0.666666666666667,0.666666666666667,0.6,NA,0.7,0.4,0.2,0,0.7,0
"85351","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.7,NA,0.7,0,0.6,0.8,0.8,0
"85368","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0,0,0.666666666666667,0.666666666666667,0.666666666666667,0.6,NA,0.7,0,0,0,0.6,0
"85371","FI","ESS1-8e01",6,1,1,NA,"PS",0.2,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0,NA,0.1,0.2,0.4,0.8,0.7,0.25
"85373","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0,NA,NA,1,0.5,NA,0.8,0,0.2,1,0,0.5
"85383","FI","ESS1-8e01",6,1,2,NA,"PS",0.6,0.4,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.4,0.4,0.4,0.2,0.5,0
"85402","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.1,0.666666666666667,NA,0.666666666666667,0.5,NA,0.7,0,0,0.2,0.8,0.25
"85417","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.1,0.5,0.333333333333333,0.333333333333333,1,0.5,NA,0.7,0.4,0.4,0.4,0.8,0.25
"85427","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.2,0.4,0.666666666666667,0.333333333333333,1,0.5,NA,0.7,0,0.6,1,0.5,0
"85428","FI","ESS1-8e01",6,1,1,NA,"PS",0,0.4,0.8,0.666666666666667,0.666666666666667,0.666666666666667,0.6,NA,0.6,0,0.2,0.6,0.6,0.25
"85434","FI","ESS1-8e01",6,1,2,NA,"PS",0.8,0.1,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.6,NA,0.7,0.2,0,0.2,0.7,0
"85449","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0,1,1,1,0,NA,0,0,0,0,0.6,0.75
"85461","FI","ESS1-8e01",6,1,2,NA,"PS",0.8,0.2,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.2,0.6,0.8,0.5,0.25
"85462","FI","ESS1-8e01",6,1,1,NA,"PS",0,0.3,0.1,0.333333333333333,0.666666666666667,1,0.5,NA,0.6,0,0,0.2,0,0.25
"85464","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.6,0.7,0.666666666666667,0.333333333333333,0.666666666666667,0.6,NA,0.7,0,0.2,0,0.7,0
"85502","FI","ESS1-8e01",6,1,2,NA,"PS",0.3,NA,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.7,NA,0.8,0,NA,0,0.7,0.25
"85522","FI","ESS1-8e01",6,1,1,NA,"PS",0.6,0.1,0.1,0.333333333333333,0.333333333333333,0.666666666666667,0.5,NA,0.8,0.2,0,0.8,0.7,0
"85525","FI","ESS1-8e01",6,1,2,NA,"PS",0.7,0.5,0.4,0.666666666666667,0.333333333333333,0.333333333333333,0.5,NA,0.8,0,0.2,0.4,0.6,0
"85541","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.4,0.1,1,0.666666666666667,1,0.7,NA,0.5,1,0,1,0.3,0
"85545","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.2,0.1,0.666666666666667,0.333333333333333,0.666666666666667,0.4,NA,0.6,0,0.8,0.6,0,0
"85551","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.3,0.4,1,0.666666666666667,1,0.3,NA,0.4,0.2,0.2,0.8,0.2,0.5
"85553","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0.5,0.666666666666667,0.666666666666667,1,0.7,NA,0.5,0,0,0.6,0.1,0.25
"85560","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.1,0,0.333333333333333,0.333333333333333,0.333333333333333,0.5,NA,0.5,0.2,0,0.4,0,0
"85573","FI","ESS1-8e01",6,1,2,NA,"PS",0.8,0.5,0.6,0.666666666666667,0.333333333333333,0.666666666666667,0.7,NA,0.7,0,0.2,0.4,0.9,0
"85616","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0.2,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.2,0,0.2,0.7,0
"85637","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.1,0,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.2,0.4,0.4,0.2,0.3,0.25
"85638","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0,0,0.666666666666667,0.666666666666667,1,0.4,NA,0.5,0.2,0,0.6,0.5,NA
"85645","FI","ESS1-8e01",6,1,2,NA,"PS",0.7,0.3,0.4,0.666666666666667,0.666666666666667,1,0.5,NA,0.7,0,0,0.4,0.6,0
"85657","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.2,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.6,0,0.4,0.2,0.5,0
"85665","FI","ESS1-8e01",6,1,2,NA,"PS",0.2,0.3,0.3,0.666666666666667,0,1,0.4,NA,0.7,0.2,0,0.2,0.2,0
"85666","FI","ESS1-8e01",6,1,2,NA,"PS",0.6,0.5,0.4,0.666666666666667,0.666666666666667,0.333333333333333,0.4,NA,0.7,0,0.2,0.4,0.7,0
"85667","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0,0.2,0.666666666666667,0.333333333333333,0.666666666666667,0.1,NA,0.5,0.6,0.2,0.2,0.8,0
"85681","FI","ESS1-8e01",6,1,1,NA,"PS",0.4,0,0.1,0.666666666666667,0.666666666666667,1,0.3,NA,0.5,0.6,0,0.4,0.8,0
"85701","FI","ESS1-8e01",6,1,2,NA,"PS",0.6,0.2,0.4,0.333333333333333,0,1,0.6,NA,0.8,0.2,0,1,0.4,0.25
"85706","FI","ESS1-8e01",6,1,2,NA,"PS",0.4,0.5,0.4,0.666666666666667,0.333333333333333,1,0.3,NA,0.7,0.8,0.8,0.4,0.7,0.25
"85724","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.3,0.8,0.333333333333333,0.333333333333333,0.333333333333333,0.9,NA,1,0.4,0.2,0.8,0.1,0
"85730","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.5,0.5,1,0.666666666666667,1,0.5,NA,0.5,0,0,0.2,0.5,NA
"85738","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0.1,0,0.333333333333333,0.666666666666667,0.333333333333333,0.7,NA,0.7,0.2,0.4,0.8,0.7,0
"85747","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.4,0.5,0.333333333333333,0.333333333333333,0.666666666666667,0.5,NA,0.7,0.2,0.2,0.6,0.4,0.5
"85753","FI","ESS1-8e01",6,1,1,NA,"PS",0.4,0.4,0.5,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.7,0.4,0.2,0.2,0.5,0.25
"85754","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.3,0.3,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.5,0.2,0.2,0.4,0.4,0.25
"85758","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.4,0.666666666666667,0.666666666666667,0.666666666666667,0.4,NA,0.5,0.8,1,0.4,0.5,0.5
"85768","FI","ESS1-8e01",6,1,2,NA,"PS",0.5,0.3,0.3,0.333333333333333,0.333333333333333,0.333333333333333,0.6,NA,0.9,0,0,0.4,0,0
"85777","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.5,0.7,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.7,0.2,0,0.4,0.1,0
"85778","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.1,0.1,0.666666666666667,0.666666666666667,0.666666666666667,0.5,NA,0.7,0.2,0.4,0.4,0.7,0
"85795","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0,0.666666666666667,0.666666666666667,1,0.6,NA,0.7,0,0,0.4,0.2,0
"85801","FI","ESS1-8e01",6,1,1,NA,"PS",0.5,0,0,1,1,1,0.3,NA,0.7,0.2,0,0.6,0.5,0.25
"85806","FI","ESS1-8e01",6,1,1,NA,"PS",0.7,0.2,0.4,0.666666666666667,0.333333333333333,0.666666666666667,0.5,NA,0.7,0,0.2,0.4,0.5,0.25
"85808","FI","ESS1-8e01",6,1,2,NA,"PS",0.6,0.8,0.8,0.666666666666667,0.333333333333333,1,0.5,NA,0.7,0.2,0.6,0.4,0.3,0
