"","country","year","party","vote","seat","electionyear","epvote","fav_intEU","fav_ep_power","lrgen","lr_econ","lr_econ_slc","postmat_trad","postmat_trad_slc","spend_or_taxes","spend_or_taxes_slc","dereg_mkt","dereg_mkt_slc","stateinterv","laworder","laworder.1","laworder_slc","oppos_libpol","oppos_libpol_slc","religious","religion_slc","reject_immig","immigra_salience","assimil","assimil_slc","envnotimp","env_slc","cosmop_nation","cosmop_nation_slc","nation","mip_one","mip_two","mip_three"
"133","ge",2014,"CDU",34.1,40.4,2013,30,0.897435903549194,0.666666666666667,0.592307710647583,0.591666650772095,0.84615383,0.6,0.525,0.572727251052856,NA,0.569999980926514,NA,0.53000002,0.640000009536743,0.640000009536743,NA,0.519999980926514,NA,0.619999980926514,NA,0.572727251052856,NA,0.65,NA,0.53636365,NA,NA,NA,0.46999998,"EU integration","international security","public services vs taxes"
"134","ge",2014,"SPD",25.7,30.6,2013,27.3,0.897435903549194,0.772727251052856,0.376923084259033,0.35,0.82307692,0.41538462638855,0.54166665,0.345454549789429,NA,0.390000009536743,NA,0.30999999,0.490000009536743,0.490000009536743,NA,0.320000004768372,NA,0.309999990463257,NA,0.390909099578857,NA,0.35999999,NA,0.42727275,NA,NA,NA,0.33,"EU integration","redistribution","public services vs taxes"
"135","ge",2014,"FDP",4.8,0,2013,3.4,0.782051245371501,0.629629611968994,0.653846168518066,0.8,0.86923075,0.338461542129517,0.55,0.736363649368286,NA,0.730000019073486,NA,0.75999999,0.459999990463257,0.459999990463257,NA,0.229999995231628,NA,0.229999995231628,NA,0.359999990463257,NA,0.37,NA,0.6909091,NA,NA,NA,0.34000001,"public services vs taxes","deregulation","EU integration"
"136","ge",2014,"Grunen",8.4,10,2013,10.7,0.871794859568278,0.866666634877523,0.361538457870483,0.35,0.7,0.21538462638855,0.77272725,0.281818175315857,NA,0.340000009536743,NA,0.33,0.270000004768372,0.270000004768372,NA,0.15,NA,0.2,NA,0.209090900421143,NA,0.12,NA,0.14545455,NA,NA,NA,0.14,"environment","tie: multiculturalism and nationalism","EU integration"
"137","ge",2014,"LINKE",8.6,10.1,2013,7.4,0.333333333333333,0.722222248713175,0.123076927661896,0.125,0.73846154,0.492307710647583,0.43333335,0.05,NA,0.160000002384186,NA,0.12,0.355555558204651,0.355555558204651,NA,0.329999995231628,NA,0.166666662693024,NA,0.4,NA,0.38,NA,0.47777777,NA,NA,NA,0.37,"redistribution","state intervention","public services vs taxes"
"138","ge",2014,"CSU",7.4,8.9,2013,5.3,0.64102562268575,0.575757582982381,0.723076915740967,0.608333349227905,0.76923075,0.792307710647583,0.61666665,0.618181800842285,NA,0.6,NA,0.6,0.810000038146973,0.810000038146973,NA,0.680000019073486,NA,0.777777767181396,NA,0.745454549789429,NA,0.81999998,NA,0.6181818,NA,NA,NA,0.65999999,"public services vs taxes","EU integration","decentralization"
"139","ge",2014,"NPD",1.3,0,2013,1,0.111111104488373,0.142857134342194,NA,0.533333349227905,0.34166667,0.981818199157715,0.75,0.480000019073486,NA,0.333333325386047,NA,0.32,0.966666698455811,0.966666698455811,NA,0.95,NA,0.433333349227905,NA,0.9,NA,1,NA,0.55,NA,NA,NA,0.98888893,"nationalism","immigration","ethnic minorities"
"140","ge",2014,"AfD",4.7,0,2013,7.1,0.102564096450806,0.238095243771871,0.892307662963867,0.833333301544189,0.84615383,0.8692307472229,0.56666665,0.788888883590698,NA,0.814285755157471,NA,0.775,0.875,0.875,NA,0.8125,NA,0.7,NA,0.930000019073486,NA,0.92222223,NA,0.8666667,NA,NA,NA,0.86999998,"EU integration","immigration","public services vs taxes"
"141","ge",2014,"Piraten",2.2,0,2013,1.4,0.61904764175415,0.777777751286825,0.325,0.325,0.39166667,0.190909087657928,0.65,0.3,NA,0.233333325386047,NA,0.33333333,0.2,0.2,NA,0.0833333313465118,NA,0.125,NA,0.25,NA,0.2,NA,0.33333333,NA,NA,NA,0.125,"civil liberties","social lifestyle","tie: deregulation and services vs taxes"
"142","ge",2014,"DieTier",0.3,0,2013,1.2,NA,NA,0.466666650772095,0.2,0.41666665,0.4,0.5,0.2,NA,0.2,NA,0.2,0.15,0.15,NA,0.1,NA,0.1,NA,0.1,NA,0.1,NA,0.1,NA,NA,NA,0,"anti-elite rhetoric","environment","tie: social lifestyle and urban vs rural"
